frame,row_id,type,landmark_index,x,y,z
4,4_pose_19,pose,19,0.6460981369018555,1.2507507801055908,-0.6195730566978455
4,4_pose_20,pose,20,0.32716602087020874,1.20380699634552,-0.625829815864563
4,4_pose_21,pose,21,0.6335222125053406,1.2131201028823853,-0.5119422078132629
4,4_pose_22,pose,22,0.3350751996040344,1.1690541505813599,-0.5050638318061829
4,4_pose_23,pose,23,0.570955216884613,1.1764506101608276,-0.04515375941991806
4,4_pose_24,pose,24,0.39898765087127686,1.173243761062622,0.047509025782346725
4,4_pose_25,pose,25,0.5559757351875305,1.6544913053512573,-0.00212692329660058
4,4_pose_26,pose,26,0.3948359191417694,1.639174461364746,0.023098425939679146
4,4_pose_27,pose,27,0.5494858622550964,2.075319290161133,0.48557594418525696
4,4_pose_28,pose,28,0.3901790380477905,2.0694024562835693,0.4118290841579437
4,4_pose_29,pose,29,0.5532966256141663,2.1485259532928467,0.5095583200454712
4,4_pose_30,pose,30,0.38889873027801514,2.147207498550415,0.4373686611652374
4,4_pose_31,pose,31,0.5242528915405273,2.2125675678253174,0.12548191845417023
4,4_pose_32,pose,32,0.41207215189933777,2.2034695148468018,0.0221563633531332
6,6_pose_0,pose,0,0.4746702313423157,0.24639077484607697,-0.7810023427009583
6,6_pose_1,pose,1,0.49232450127601624,0.2059934288263321,-0.7394035458564758
6,6_pose_2,pose,2,0.5031508207321167,0.20589856803417206,-0.7397022247314453
6,6_pose_3,pose,3,0.5125277638435364,0.20572325587272644,-0.7397908568382263
6,6_pose_4,pose,4,0.4556276798248291,0.20721575617790222,-0.7375569939613342
6,6_pose_5,pose,5,0.4441418945789337,0.20821180939674377,-0.7375927567481995
6,6_pose_6,pose,6,0.4351519048213959,0.2092895656824112,-0.738008439540863
6,6_pose_7,pose,7,0.5309267044067383,0.2353605180978775,-0.4616657793521881
6,6_pose_8,pose,8,0.42437469959259033,0.24211466312408447,-0.44423797726631165
6,6_pose_9,pose,9,0.49895769357681274,0.30148231983184814,-0.6770935654640198
6,6_pose_10,pose,10,0.45223692059516907,0.3027687966823578,-0.6724541187286377
6,6_pose_11,pose,11,0.6131340265274048,0.5611568689346313,-0.2783448398113251
6,6_pose_12,pose,12,0.35853174328804016,0.5363172292709351,-0.2612777650356293
6,6_pose_13,pose,13,0.629630446434021,0.8991650342941284,-0.21992430090904236
6,6_pose_14,pose,14,0.3288305997848511,0.8672911524772644,-0.1703638732433319
6,6_pose_15,pose,15,0.6413441896438599,1.1726343631744385,-0.49490538239479065
6,6_pose_16,pose,16,0.3217812776565552,1.12900972366333,-0.4718892276287079
6,6_pose_17,pose,17,0.6546756625175476,1.2572118043899536,-0.5779007077217102
6,6_pose_18,pose,18,0.3179563283920288,1.220306396484375,-0.5601633787155151
6,6_pose_19,pose,19,0.6420855522155762,1.2431633472442627,-0.6391834020614624
6,6_pose_20,pose,20,0.329086571931839,1.200700044631958,-0.6327348351478577
6,6_pose_21,pose,21,0.6301630735397339,1.2056119441986084,-0.5310500860214233
6,6_pose_22,pose,22,0.3368493616580963,1.1654504537582397,-0.512123167514801
6,6_pose_23,pose,23,0.5724730491638184,1.17704176902771,-0.045154035091400146
6,6_pose_24,pose,24,0.3993143141269684,1.1736279726028442,0.04750460386276245
6,6_pose_25,pose,25,0.5575441718101501,1.6591817140579224,-0.016906769946217537
6,6_pose_26,pose,26,0.3948124647140503,1.6411042213439941,0.017802651971578598
6,6_pose_27,pose,27,0.5517696142196655,2.0843608379364014,0.4781625270843506
6,6_pose_28,pose,28,0.39024418592453003,2.077296018600464,0.41167399287223816
6,6_pose_29,pose,29,0.5551565289497375,2.156829595565796,0.5031476616859436
6,6_pose_30,pose,30,0.38894617557525635,2.1544697284698486,0.4378187656402588
6,6_pose_31,pose,31,0.5284593105316162,2.222471237182617,0.1172402873635292
6,6_pose_32,pose,32,0.4122406244277954,2.2110419273376465,0.02125479280948639
8,8_pose_0,pose,0,0.4746967554092407,0.2463746815919876,-0.7772128582000732
8,8_pose_1,pose,1,0.4923253357410431,0.20603366196155548,-0.7358989715576172
8,8_pose_2,pose,2,0.5032512545585632,0.2059996873140335,-0.7362004518508911
8,8_pose_3,pose,3,0.5125296115875244,0.2059098184108734,-0.7362886667251587
8,8_pose_4,pose,4,0.45557743310928345,0.20720705389976501,-0.7334421873092651
8,8_pose_5,pose,5,0.4440610110759735,0.20818571746349335,-0.7334433197975159
8,8_pose_6,pose,6,0.4351547658443451,0.20927444100379944,-0.7338491678237915
8,8_pose_7,pose,7,0.53093022108078,0.23581141233444214,-0.4590824544429779
8,8_pose_8,pose,8,0.42438608407974243,0.24225203692913055,-0.43844693899154663
8,8_pose_9,pose,9,0.4990510642528534,0.3018254041671753,-0.6737063527107239
8,8_pose_10,pose,10,0.4522513747215271,0.3037899434566498,-0.6681296229362488
8,8_pose_11,pose,11,0.6132537722587585,0.5609285235404968,-0.2777053117752075
8,8_pose_12,pose,12,0.35809195041656494,0.5367090702056885,-0.2565940320491791
8,8_pose_13,pose,13,0.6297320127487183,0.8974383473396301,-0.21746701002120972
8,8_pose_14,pose,14,0.32893168926239014,0.8688256144523621,-0.16236111521720886
8,8_pose_15,pose,15,0.6397824883460999,1.1725883483886719,-0.49082374572753906
8,8_pose_16,pose,16,0.3225192427635193,1.1266170740127563,-0.4645583927631378
8,8_pose_17,pose,17,0.6535264849662781,1.2567212581634521,-0.5748008489608765
8,8_pose_18,pose,18,0.31853365898132324,1.218758463859558,-0.5530508160591125
8,8_pose_19,pose,19,0.640774130821228,1.2424150705337524,-0.6361518502235413
8,8_pose_20,pose,20,0.32952815294265747,1.1978682279586792,-0.6267831325531006
8,8_pose_21,pose,21,0.628911018371582,1.2046416997909546,-0.5270883440971375
8,8_pose_22,pose,22,0.3374134600162506,1.1624114513397217,-0.5053415298461914
8,8_pose_23,pose,23,0.5737000107765198,1.177992343902588,-0.04518480598926544
8,8_pose_24,pose,24,0.39943382143974304,1.1746491193771362,0.04752076417207718
8,8_pose_25,pose,25,0.5592983961105347,1.6634843349456787,-0.016493747010827065
8,8_pose_26,pose,26,0.3948218524456024,1.6447663307189941,0.024465549737215042
8,8_pose_27,pose,27,0.5541048049926758,2.089766025543213,0.49059775471687317
8,8_pose_28,pose,28,0.39046570658683777,2.0837790966033936,0.42878156900405884
8,8_pose_29,pose,29,0.5572637915611267,2.1620726585388184,0.5170081853866577
8,8_pose_30,pose,30,0.38917797803878784,2.1609387397766113,0.45621952414512634
8,8_pose_31,pose,31,0.5315041542053223,2.2290706634521484,0.13146191835403442
8,8_pose_32,pose,32,0.4126158356666565,2.217416524887085,0.03937438502907753
10,10_pose_0,pose,0,0.47473394870758057,0.24641329050064087,-0.7792598605155945
10,10_pose_1,pose,1,0.49232766032218933,0.20609062910079956,-0.7377790212631226
10,10_pose_2,pose,2,0.5033592581748962,0.2060977965593338,-0.738086998462677
10,10_pose_3,pose,3,0.5125422477722168,0.20606862008571625,-0.7381666898727417
10,10_pose_4,pose,4,0.455490380525589,0.2072165459394455,-0.7347051501274109
10,10_pose_5,pose,5,0.4439273476600647,0.20819029211997986,-0.7346925735473633
10,10_pose_6,pose,6,0.43514692783355713,0.20930631458759308,-0.735093891620636
10,10_pose_7,pose,7,0.5309684872627258,0.23616012930870056,-0.4599463641643524
10,10_pose_8,pose,8,0.4243784248828888,0.24254338443279266,-0.43610695004463196
10,10_pose_9,pose,9,0.4991612732410431,0.30240243673324585,-0.6755416989326477
10,10_pose_10,pose,10,0.45227232575416565,0.3051656484603882,-0.6689631938934326
10,10_pose_11,pose,11,0.6133584976196289,0.560908317565918,-0.28028106689453125
10,10_pose_12,pose,12,0.35766518115997314,0.5372536778450012,-0.253058522939682
10,10_pose_13,pose,13,0.6299090385437012,0.8970343470573425,-0.23102809488773346
10,10_pose_14,pose,14,0.32898545265197754,0.8711282014846802,-0.156825989484787
10,10_pose_15,pose,15,0.6378846764564514,1.1726239919662476,-0.5220223665237427
10,10_pose_16,pose,16,0.3231757879257202,1.1293022632598877,-0.46347877383232117
10,10_pose_17,pose,17,0.6506962776184082,1.2563937902450562,-0.6111559867858887
10,10_pose_18,pose,18,0.31860876083374023,1.2187860012054443,-0.5536233186721802
10,10_pose_19,pose,19,0.6371875405311584,1.2414767742156982,-0.6719639301300049
10,10_pose_20,pose,20,0.329761266708374,1.1979104280471802,-0.6278225183486938
10,10_pose_21,pose,21,0.6257547736167908,1.2033910751342773,-0.5588436722755432
10,10_pose_22,pose,22,0.3377559781074524,1.1623321771621704,-0.5046884417533875
10,10_pose_23,pose,23,0.57415771484375,1.1793639659881592,-0.04625348374247551
10,10_pose_24,pose,24,0.3994145691394806,1.176392674446106,0.048552267253398895
10,10_pose_25,pose,25,0.559910237789154,1.669019103050232,-0.020291808992624283
10,10_pose_26,pose,26,0.39463695883750916,1.6518216133117676,0.02936612442135811
10,10_pose_27,pose,27,0.5547953248023987,2.097374439239502,0.49405941367149353
10,10_pose_28,pose,28,0.39050328731536865,2.0933010578155518,0.4376496970653534
10,10_pose_29,pose,29,0.5580014586448669,2.170036554336548,0.5207424163818359
10,10_pose_30,pose,30,0.38926395773887634,2.170497179031372,0.46559375524520874
10,10_pose_31,pose,31,0.5320663452148438,2.237452745437622,0.12956398725509644
10,10_pose_32,pose,32,0.4127497375011444,2.228350877761841,0.046972524374723434
12,12_pose_0,pose,0,0.47481098771095276,0.24642862379550934,-0.7759632468223572
12,12_pose_1,pose,1,0.49234315752983093,0.20610783994197845,-0.7340105772018433
12,12_pose_2,pose,2,0.5034794211387634,0.20613017678260803,-0.7343302369117737
12,12_pose_3,pose,3,0.5125705003738403,0.20612658560276031,-0.7344083786010742
12,12_pose_4,pose,4,0.455456018447876,0.20721761882305145,-0.7308022379875183
12,12_pose_5,pose,5,0.4438641369342804,0.2081904411315918,-0.7307845950126648
12,12_pose_6,pose,6,0.43514734506607056,0.20932979881763458,-0.7311853170394897
12,12_pose_7,pose,7,0.5310013890266418,0.23629751801490784,-0.4557695686817169
12,12_pose_8,pose,8,0.4243726134300232,0.24274520576000214,-0.43131697177886963
12,12_pose_9,pose,9,0.49930694699287415,0.30275416374206543,-0.6719807386398315
12,12_pose_10,pose,10,0.45234420895576477,0.30609095096588135,-0.665142297744751
12,12_pose_11,pose,11,0.6134256720542908,0.5608193278312683,-0.2771449089050293
12,12_pose_12,pose,12,0.3573407530784607,0.5375144481658936,-0.24943624436855316
12,12_pose_13,pose,13,0.6300905346870422,0.8964287638664246,-0.23543746769428253
12,12_pose_14,pose,14,0.32901081442832947,0.872247576713562,-0.15362614393234253
12,12_pose_15,pose,15,0.636775016784668,1.1725372076034546,-0.5428057312965393
12,12_pose_16,pose,16,0.324330598115921,1.12932288646698,-0.4635077118873596
12,12_pose_17,pose,17,0.6493414640426636,1.254196286201477,-0.6358750462532043
12,12_pose_18,pose,18,0.3184860646724701,1.2178441286087036,-0.5558220744132996
12,12_pose_19,pose,19,0.6353661417961121,1.2379324436187744,-0.6974950432777405
12,12_pose_20,pose,20,0.3298109471797943,1.1963379383087158,-0.631201982498169
12,12_pose_21,pose,21,0.6240305304527283,1.1997311115264893,-0.5806707739830017
12,12_pose_22,pose,22,0.33786749839782715,1.1606059074401855,-0.5054943561553955
12,12_pose_23,pose,23,0.5745738744735718,1.1799933910369873,-0.047047581523656845
12,12_pose_24,pose,24,0.39942216873168945,1.1773234605789185,0.04934285953640938
12,12_pose_25,pose,25,0.5603426694869995,1.6712738275527954,-0.020409563556313515
12,12_pose_26,pose,26,0.3946274518966675,1.6540303230285645,0.026448363438248634
12,12_pose_27,pose,27,0.5553175806999207,2.1015446186065674,0.48707157373428345
12,12_pose_28,pose,28,0.3907542824745178,2.096958637237549,0.43073129653930664
12,12_pose_29,pose,29,0.5585612654685974,2.1750690937042236,0.5122427344322205
12,12_pose_30,pose,30,0.38961005210876465,2.1747727394104004,0.457743376493454
12,12_pose_31,pose,31,0.5324276685714722,2.2409451007843018,0.11473425477743149
12,12_pose_32,pose,32,0.41319459676742554,2.231714963912964,0.030203046277165413
14,14_pose_0,pose,0,0.47484126687049866,0.2464267611503601,-0.7718918323516846
14,14_pose_1,pose,1,0.49234944581985474,0.20610353350639343,-0.7301642298698425
14,14_pose_2,pose,2,0.5035544037818909,0.20612889528274536,-0.7304835915565491
14,14_pose_3,pose,3,0.5125877857208252,0.20613130927085876,-0.7305657267570496
14,14_pose_4,pose,4,0.45540651679039,0.20720919966697693,-0.7268397808074951
14,14_pose_5,pose,5,0.4437960088253021,0.2081870436668396,-0.7268166542053223
14,14_pose_6,pose,6,0.4351450204849243,0.20934073626995087,-0.7272151112556458
14,14_pose_7,pose,7,0.5310264825820923,0.23630744218826294,-0.45307889580726624
14,14_pose_8,pose,8,0.42436832189559937,0.2429184764623642,-0.42850401997566223
14,14_pose_9,pose,9,0.49942073225975037,0.3028680682182312,-0.668337345123291
14,14_pose_10,pose,10,0.45240119099617004,0.30661413073539734,-0.6613177061080933
14,14_pose_11,pose,11,0.6135083436965942,0.5607213377952576,-0.27597150206565857
14,14_pose_12,pose,12,0.3570665121078491,0.5377684235572815,-0.24780212342739105
14,14_pose_13,pose,13,0.6301912665367126,0.8963056206703186,-0.23883694410324097
14,14_pose_14,pose,14,0.329037070274353,0.8741880655288696,-0.1527610868215561
14,14_pose_15,pose,15,0.6366307735443115,1.1725941896438599,-0.5502128601074219
14,14_pose_16,pose,16,0.3248232901096344,1.1305692195892334,-0.4604789912700653
14,14_pose_17,pose,17,0.648665189743042,1.2540866136550903,-0.6440640687942505
14,14_pose_18,pose,18,0.3184298872947693,1.2179068326950073,-0.5524751543998718
14,14_pose_19,pose,19,0.6343920826911926,1.237877368927002,-0.7060514092445374
14,14_pose_20,pose,20,0.32984769344329834,1.1966478824615479,-0.6280377507209778
14,14_pose_21,pose,21,0.6229967474937439,1.1995221376419067,-0.5881865620613098
14,14_pose_22,pose,22,0.33797284960746765,1.1609214544296265,-0.5025166869163513
14,14_pose_23,pose,23,0.5749486088752747,1.180959701538086,-0.04739731177687645
14,14_pose_24,pose,24,0.39942559599876404,1.1783589124679565,0.04967367276549339
14,14_pose_25,pose,25,0.5605208873748779,1.6732577085494995,-0.017627835273742676
14,14_pose_26,pose,26,0.3944813013076782,1.6562870740890503,0.02901892177760601
14,14_pose_27,pose,27,0.5553609132766724,2.1035568714141846,0.4927826523780823
14,14_pose_28,pose,28,0.39074331521987915,2.0990471839904785,0.435600221157074
14,14_pose_29,pose,29,0.5586146712303162,2.177161931991577,0.5187944769859314
14,14_pose_30,pose,30,0.3896116614341736,2.176886558532715,0.4630635976791382
14,14_pose_31,pose,31,0.5322874784469604,2.2436907291412354,0.1256377100944519
14,14_pose_32,pose,32,0.41318991780281067,2.2343928813934326,0.03933361917734146
16,16_pose_0,pose,0,0.4748908579349518,0.246043398976326,-0.7767598628997803
16,16_pose_1,pose,1,0.4923549294471741,0.20585115253925323,-0.7343919277191162
16,16_pose_2,pose,2,0.5035991072654724,0.20589198172092438,-0.734724223613739
16,16_pose_3,pose,3,0.5125920176506042,0.20589791238307953,-0.7348093390464783
16,16_pose_4,pose,4,0.4553673565387726,0.20696312189102173,-0.7307422161102295
16,16_pose_5,pose,5,0.4437573552131653,0.2080068439245224,-0.7307193279266357
16,16_pose_6,pose,6,0.4351457357406616,0.20923297107219696,-0.7311185002326965
16,16_pose_7,pose,7,0.5310304760932922,0.23586690425872803,-0.45528048276901245
16,16_pose_8,pose,8,0.4243772625923157,0.24292625486850739,-0.4291000962257385
16,16_pose_9,pose,9,0.4996032118797302,0.30279138684272766,-0.6727330684661865
16,16_pose_10,pose,10,0.4525659680366516,0.30666691064834595,-0.6653313636779785
16,16_pose_11,pose,11,0.613605797290802,0.560668408870697,-0.2780405282974243
16,16_pose_12,pose,12,0.3569766581058502,0.5380234718322754,-0.24607406556606293
16,16_pose_13,pose,13,0.6302067041397095,0.8963195085525513,-0.24023623764514923
16,16_pose_14,pose,14,0.32859522104263306,0.8747972846031189,-0.15139633417129517
16,16_pose_15,pose,15,0.6359962821006775,1.1727344989776611,-0.5404443740844727
16,16_pose_16,pose,16,0.32385334372520447,1.1306273937225342,-0.4585370421409607
16,16_pose_17,pose,17,0.6469003558158875,1.2541449069976807,-0.6317992210388184
16,16_pose_18,pose,18,0.3178791403770447,1.2194256782531738,-0.5499312877655029
16,16_pose_19,pose,19,0.6321095824241638,1.2381384372711182,-0.6925682425498962
16,16_pose_20,pose,20,0.3294772207736969,1.198337197303772,-0.6253296732902527
16,16_pose_21,pose,21,0.6209221482276917,1.1996850967407227,-0.5776689648628235
16,16_pose_22,pose,22,0.3376559913158417,1.1623196601867676,-0.5005912780761719
16,16_pose_23,pose,23,0.5750652551651001,1.183274507522583,-0.048336975276470184
16,16_pose_24,pose,24,0.39939507842063904,1.1805330514907837,0.0506480373442173
16,16_pose_25,pose,25,0.5605195164680481,1.6793522834777832,-0.024990832433104515
16,16_pose_26,pose,26,0.3944244980812073,1.660575032234192,0.016518093645572662
16,16_pose_27,pose,27,0.5553256869316101,2.1137542724609375,0.46833401918411255
16,16_pose_28,pose,28,0.3907111883163452,2.107588768005371,0.4088834822177887
16,16_pose_29,pose,29,0.5585907697677612,2.1892967224121094,0.4914986789226532
16,16_pose_30,pose,30,0.3895580768585205,2.1874489784240723,0.43451499938964844
16,16_pose_31,pose,31,0.5321667790412903,2.2529215812683105,0.09006420522928238
16,16_pose_32,pose,32,0.41319242119789124,2.2426793575286865,0.0027359069790691137
18,18_pose_0,pose,0,0.4749033451080322,0.24567994475364685,-0.7806685566902161
18,18_pose_1,pose,1,0.49235716462135315,0.2055581510066986,-0.7385396957397461
18,18_pose_2,pose,2,0.5036303400993347,0.20557428896427155,-0.7388729453086853
18,18_pose_3,pose,3,0.5125975012779236,0.20556434988975525,-0.7389902472496033
18,18_pose_4,pose,4,0.4552999436855316,0.20672278106212616,-0.7352534532546997
18,18_pose_5,pose,5,0.44370967149734497,0.20782342553138733,-0.7352817058563232
18,18_pose_6,pose,6,0.43514615297317505,0.20911312103271484,-0.7357038855552673
18,18_pose_7,pose,7,0.5310368537902832,0.23521938920021057,-0.4597429037094116
18,18_pose_8,pose,8,0.4244474470615387,0.24293152987957,-0.4352245330810547
18,18_pose_9,pose,9,0.49973949790000916,0.3025929033756256,-0.676288366317749
18,18_pose_10,pose,10,0.45268869400024414,0.3067123591899872,-0.6695485711097717
18,18_pose_11,pose,11,0.6137380599975586,0.5606151819229126,-0.2811034023761749
18,18_pose_12,pose,12,0.3569450378417969,0.5384743213653564,-0.24746499955654144
18,18_pose_13,pose,13,0.6302140355110168,0.8963906764984131,-0.24026158452033997
18,18_pose_14,pose,14,0.3277878761291504,0.8748562932014465,-0.15376457571983337
18,18_pose_15,pose,15,0.6346371173858643,1.172076940536499,-0.53249591588974
18,18_pose_16,pose,16,0.31872063875198364,1.133210301399231,-0.4633881151676178
18,18_pose_17,pose,17,0.6455333232879639,1.2542166709899902,-0.6210582852363586
18,18_pose_18,pose,18,0.3130199909210205,1.224939227104187,-0.5547133088111877
18,18_pose_19,pose,19,0.6309600472450256,1.238481879234314,-0.6819550395011902
18,18_pose_20,pose,20,0.3239305317401886,1.204272747039795,-0.6298323273658752
18,18_pose_21,pose,21,0.6198533177375793,1.200019359588623,-0.5692600011825562
18,18_pose_22,pose,22,0.3324233591556549,1.1680529117584229,-0.5056394338607788
18,18_pose_23,pose,23,0.5750653147697449,1.1868505477905273,-0.04794846102595329
18,18_pose_24,pose,24,0.39933595061302185,1.1820263862609863,0.05025700107216835
18,18_pose_25,pose,25,0.5605091452598572,1.684699535369873,-0.0366424024105072
18,18_pose_26,pose,26,0.3940187394618988,1.6611169576644897,-0.008831610903143883
18,18_pose_27,pose,27,0.5555834174156189,2.1185874938964844,0.46208587288856506
18,18_pose_28,pose,28,0.3903805911540985,2.1090641021728516,0.38403308391571045
18,18_pose_29,pose,29,0.5587812066078186,2.1945955753326416,0.4867423474788666
18,18_pose_30,pose,30,0.38909390568733215,2.1896467208862305,0.4095098376274109
18,18_pose_31,pose,31,0.5327219367027283,2.2581982612609863,0.0924626886844635
18,18_pose_32,pose,32,0.4130733907222748,2.2449276447296143,-0.015789413824677467
20,20_pose_0,pose,0,0.47491320967674255,0.24550998210906982,-0.8121614456176758
20,20_pose_1,pose,1,0.49236008524894714,0.2053261697292328,-0.7728897929191589
20,20_pose_2,pose,2,0.5036861896514893,0.20532581210136414,-0.7731298804283142
20,20_pose_3,pose,3,0.5126150250434875,0.20530959963798523,-0.7732118368148804
20,20_pose_4,pose,4,0.4552425742149353,0.2064976841211319,-0.7721223831176758
20,20_pose_5,pose,5,0.44364133477211,0.20762397348880768,-0.7722567319869995
20,20_pose_6,pose,6,0.4351402819156647,0.20895639061927795,-0.7726790904998779
20,20_pose_7,pose,7,0.5310519337654114,0.23484526574611664,-0.4967491328716278
20,20_pose_8,pose,8,0.4244494140148163,0.24285365641117096,-0.48588353395462036
20,20_pose_9,pose,9,0.4998081922531128,0.30246275663375854,-0.707288920879364
20,20_pose_10,pose,10,0.4527297019958496,0.30672216415405273,-0.7043219208717346
20,20_pose_11,pose,11,0.6137429475784302,0.5605745315551758,-0.29554012417793274
20,20_pose_12,pose,12,0.3569248616695404,0.5390786528587341,-0.301703542470932
20,20_pose_13,pose,13,0.6306314468383789,0.8970442414283752,-0.23934313654899597
20,20_pose_14,pose,14,0.32480567693710327,0.8819218873977661,-0.21176284551620483
20,20_pose_15,pose,15,0.6351186633110046,1.1736470460891724,-0.5091405510902405
20,20_pose_16,pose,16,0.3187786340713501,1.1569210290908813,-0.5003873705863953
20,20_pose_17,pose,17,0.6452255845069885,1.2620086669921875,-0.582638680934906
20,20_pose_18,pose,18,0.3154635429382324,1.2428895235061646,-0.5850725769996643
20,20_pose_19,pose,19,0.6336535215377808,1.2405306100845337,-0.6466436386108398
20,20_pose_20,pose,20,0.326241135597229,1.2193067073822021,-0.6545189619064331
20,20_pose_21,pose,21,0.6219534277915955,1.2035776376724243,-0.5453358888626099
20,20_pose_22,pose,22,0.3344569206237793,1.183892011642456,-0.5377069115638733
20,20_pose_23,pose,23,0.5750540494918823,1.1894968748092651,-0.04377433657646179
20,20_pose_24,pose,24,0.39975863695144653,1.18425452709198,0.045750804245471954
20,20_pose_25,pose,25,0.5605024695396423,1.6892902851104736,-0.03186311200261116
20,20_pose_26,pose,26,0.39413103461265564,1.6677173376083374,-0.0034968932159245014
20,20_pose_27,pose,27,0.555455207824707,2.1225368976593018,0.47107449173927307
20,20_pose_28,pose,28,0.39083802700042725,2.1163582801818848,0.38747963309288025
20,20_pose_29,pose,29,0.5584650635719299,2.1950221061706543,0.49645158648490906
20,20_pose_30,pose,30,0.3897765278816223,2.192894220352173,0.41324079036712646
20,20_pose_31,pose,31,0.5326392650604248,2.264758825302124,0.09742844104766846
20,20_pose_32,pose,32,0.4130731523036957,2.2568602561950684,-0.00507105328142643
22,22_pose_0,pose,0,0.4749075770378113,0.2441018968820572,-0.8015274405479431
22,22_pose_1,pose,1,0.4922823905944824,0.2046176791191101,-0.7610540390014648
22,22_pose_2,pose,2,0.5036830902099609,0.20480448007583618,-0.7613134980201721
22,22_pose_3,pose,3,0.5126053690910339,0.2048368752002716,-0.7613956928253174
22,22_pose_4,pose,4,0.4551599621772766,0.20557020604610443,-0.7617762088775635
22,22_pose_5,pose,5,0.4435804784297943,0.20675042271614075,-0.7619152665138245
